month;country;code;value;netto;quantity;region;district;direction_eng;measure_eng;load_date  
01/2016;IT;2204217800;8127;4140;2700;28000;01;IM;L;2024-02-01T00:00:00.000+03:00             
01/2016;DE;8302490009;31370;980;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                
01/2016;DE;4016100009;11;0;0;77000;07;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;EG;0709601002;68612;44577;0;03000;03;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;US;2828900000;1697;97;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                  
01/2016;ES;8458112009;1090239;50747;1;71000;05;IM;ShT;2024-03-01T00:00:00.000+03:00          
01/2016;CN;6804300000;23792;11835;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;CN;6802230000;18190;25620;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;DE;8208400000;167461;17299;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00             
01/2016;DE;8539299800;14;0;1;46000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                   
01/2016;PL;6805100000;3778;401;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;EU;6203411000;251;5;10;65000;05;IM;ShT;2024-03-01T00:00:00.000+03:00                 
01/2016;ES;8482101009;171;3;11;40000;02;IM;ShT;2024-02-01T00:00:00.000+03:00                 
01/2016;CH;2909309000;16;0;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;SK;6403999100;195;4;8;27000;02;IM;PAR;2024-05-01T00:00:00.000+03:00                  
01/2016;PL;1902309000;47892;30807;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;TW;8414592000;631;140;50;50000;06;IM;ShT;2024-01-01T00:00:00.000+03:00               
01/2016;CN;7304395209;418982;247641;0;05000;07;IM;1;2024-02-01T00:00:00.000+03:00            
01/2016;KR;7318141000;179;20;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;IT;2005100010;35931;20868;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;BG;4016930005;4596;86;0;92000;04;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;CN;8409990009;8845;2899;0;42000;01;IM;1;2024-04-01T00:00:00.000+03:00                
01/2016;RO;8302500000;189;23;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;SK;8482400009;26;0;2;41000;02;IM;ShT;2024-04-01T00:00:00.000+03:00                   
01/2016;IT;7326909808;283;28;0;58000;02;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;DE;2203000900;71496;80614;76446;46000;01;IM;L;2024-04-01T00:00:00.000+03:00          
01/2016;SE;8523809900;82;1;100;29000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                 
01/2016;CN;3921904100;33465;21915;0;73000;04;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;CH;6804225000;1085;8;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;CN;7219331009;50365;26775;0;22000;04;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;GE;0805205000;42322;80100;0;60000;03;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;US;9018120000;1010224;3104;111;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00         
01/2016;CZ;2203001000;14329;16770;15600;40000;02;IM;L;2024-02-01T00:00:00.000+03:00          
01/2016;IL;8538909100;3854;18;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;CR;0604209000;4418;913;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;DE;6812999009;483;3;0;92000;04;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;IT;3926909706;68;0;0;78000;01;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;DE;0910919000;1785;300;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;US;3403191000;8886;3539;0;41000;02;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;IT;8207909100;9548;21;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00                  
01/2016;BE;8536303000;82;0;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;DE;8421197009;91743;2332;6;22000;04;IM;ShT;2024-05-01T00:00:00.000+03:00             
01/2016;DE;5608191900;25;1;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;AZ;4819200000;59755;15360;0;03000;03;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;MX;8511300008;225;8;34;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                 
01/2016;BR;8541100009;310;3;13;46000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                 
01/2016;JP;9026900000;3568;3;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;EU;6215100000;22;0;4;65000;05;IM;ShT;2024-03-01T00:00:00.000+03:00                   
01/2016;CN;7318156900;4;1;0;42000;01;IM;1;2024-06-01T00:00:00.000+03:00                      
01/2016;ES;2209009100;3394;2306;1155;45000;01;IM;L;2024-06-01T00:00:00.000+03:00             
01/2016;JP;5705003000;980;140;34;52000;06;IM;M2;2024-06-01T00:00:00.000+03:00                
01/2016;KE;0604209000;207;46;0;22000;04;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;BE;1107101900;2109;3200;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;AT;8483308007;40687;637;769;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00            
01/2016;FR;8421990008;390;0;0;77000;07;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;TH;8482800009;3459;60;64;46000;01;IM;ShT;2024-01-01T00:00:00.000+03:00               
01/2016;CN;8481309108;375;23;0;22000;04;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;US;6204530000;78;2;3;40000;02;IM;ShT;2024-04-01T00:00:00.000+03:00                   
01/2016;PL;8481809908;12891;460;0;22000;04;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;CN;6211429000;613;32;0;28000;01;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;US;7307910000;6999;55;0;71000;05;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;TW;8531202000;2450;375;350;05000;07;IM;ShT;2024-02-01T00:00:00.000+03:00             
01/2016;TW;7318149900;371599;299056;0;29000;01;IM;1;2024-01-01T00:00:00.000+03:00            
01/2016;CH;1302201000;14914;1200;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;CZ;7318159009;73;9;0;27000;02;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;CA;8202400000;214022;12594;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00             
01/2016;CH;7326909808;1348;0;0;38000;01;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;CN;8501510001;40641;5500;500;60000;03;IM;ShT;2024-04-01T00:00:00.000+03:00           
01/2016;SE;1806329000;293;20;0;76000;06;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;CN;1702309009;28540;22000;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;IT;8438101000;16195;835;3;40000;02;IM;ShT;2024-01-01T00:00:00.000+03:00              
01/2016;KR;8205510090;15217;1194;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;BG;3305900009;7;2;0;41000;02;IM;1;2024-03-01T00:00:00.000+03:00                      
01/2016;GB;8537109100;582;0;0;64000;07;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;GB;9013200000;120000;18;1;46000;01;IM;ShT;2024-04-01T00:00:00.000+03:00              
01/2016;SE;7318156900;668;118;0;29000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;FI;3820000000;2521;1334;0;86000;02;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;CN;3925100000;43024;17558;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;IE;8501310000;156;1;7;29000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                  
01/2016;BG;8708709909;205;66;0;75000;05;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;ID;6206300000;16546;497;3572;46000;01;IM;ShT;2024-01-01T00:00:00.000+03:00           
01/2016;IT;1902209100;467;131;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;CN;4016930001;4269;133;0;22000;04;IM;1;2024-04-01T00:00:00.000+03:00                 
01/2016;TN;6203423100;11147;87;119;46000;01;IM;ShT;2024-04-01T00:00:00.000+03:00             
01/2016;CH;3926909200;3787;1;0;40000;02;IM;1;2024-06-01T00:00:00.000+03:00                   
01/2016;JP;8714100000;6023;237;0;05000;07;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;CN;6402999100;8537;4269;11160;37000;05;IM;PAR;2024-02-01T00:00:00.000+03:00          
01/2016;US;8487909000;2108;11;0;32000;06;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;CZ;8414801100;8436;134;12;46000;01;IM;ShT;2024-01-01T00:00:00.000+03:00              
01/2016;BE;7219211009;6434;2048;0;73000;04;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;MO;6204629000;135;4;15;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                 
01/2016;FI;8301700000;1242;15;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;RO;4009310000;6294;665;0;41000;02;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;TH;7007212009;4067;359;0;46000;01;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;DE;9405401009;11631;500;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                
01/2016;KR;3304990000;13027;1589;0;08000;07;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;CN;8716909000;23461;18180;0;57000;04;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;KR;9401908009;5508;307;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;MY;4819200000;5391;3631;0;40000;02;IM;1;2024-06-01T00:00:00.000+03:00                
01/2016;FR;8484100009;11914;129;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;CN;9013200000;1658;695;12127;05000;07;IM;ShT;2024-07-01T00:00:00.000+03:00           
01/2016;NL;3214900009;516;600;0;58000;02;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;FR;1401900000;40;7;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;SG;8471709800;707701;125;311;40000;02;IM;ShT;2024-05-01T00:00:00.000+03:00           
01/2016;DE;7318157009;1137;91;0;36000;04;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;CZ;2839190000;121;200;0;41000;02;IM;1;2024-06-01T00:00:00.000+03:00                  
01/2016;ID;3823110000;11901;17000;0;25000;06;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;TN;6204440000;519;8;24;46000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                 
01/2016;DE;7315821000;2305;19;0;70000;01;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;GB;4016930005;61;1;0;95000;06;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;DE;7607209000;7793;477;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                 
01/2016;BE;7310299000;159;22;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;CN;2825300000;730800;60000;0;65000;05;IM;1;2024-02-01T00:00:00.000+03:00             
01/2016;CN;7318151000;5204;2500;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;IL;0604204000;4830;3000;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;CN;3917390008;10082;7532;0;50000;06;IM;1;2024-05-01T00:00:00.000+03:00               
01/2016;CN;8502204000;9469;2630;29;05000;07;IM;ShT;2024-03-01T00:00:00.000+03:00             
01/2016;KG;6205200000;51;11;40;46000;01;IM;ShT;2024-06-01T00:00:00.000+03:00                 
01/2016;CN;7308300000;27588;12931;0;27000;02;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;DE;8514900000;979;34;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;HU;8409910009;1411;64;0;92000;04;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;DE;3822000000;1160;10;0;29000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;BY;3307100000;367;101;0;25000;06;IM;1;2024-05-01T00:00:00.000+03:00                  
01/2016;IN;7307991000;215;2;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;CN;3214101001;16784;9591;0;05000;07;IM;1;2024-05-01T00:00:00.000+03:00               
01/2016;UA;7222305109;104096;33911;0;18000;03;IM;1;2024-01-01T00:00:00.000+03:00             
01/2016;US;9401610000;6077;258;10;41000;02;IM;ShT;2024-04-01T00:00:00.000+03:00              
01/2016;TH;8471702000;100;1;1;46000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                  
01/2016;BY;3307300000;130;78;0;27000;02;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;BY;8716909000;28829;7225;0;66000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;CZ;7318159009;90070;9253;0;29000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;DE;3917320009;1761;10;0;70000;01;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;CN;8429519900;123185;49680;3;98000;07;IM;ShT;2024-01-01T00:00:00.000+03:00           
01/2016;IL;0706100001;103680;162000;0;65000;05;IM;1;2024-05-01T00:00:00.000+03:00            
01/2016;UA;8479200000;36409;7812;2;14000;01;IM;ShT;2024-02-01T00:00:00.000+03:00             
01/2016;BY;9404291000;2379;985;31;07000;08;IM;ShT;2024-01-01T00:00:00.000+03:00              
01/2016;FR;8509400000;72;7;1;40000;02;IM;ShT;2024-03-01T00:00:00.000+03:00                   
01/2016;DE;6802100000;17198;8150;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;BY;1506000000;5233;20000;0;68000;01;IM;1;2024-05-01T00:00:00.000+03:00               
01/2016;BY;8412218008;1207;36;6;56000;04;IM;ShT;2024-03-01T00:00:00.000+03:00                
01/2016;CN;6302539000;13770;1642;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;MY;6115969900;86;5;19;45000;01;IM;PAR;2024-01-01T00:00:00.000+03:00                  
01/2016;DE;9026802000;173763;2497;7837;46000;01;IM;ShT;2024-02-01T00:00:00.000+03:00         
01/2016;CN;4016995709;12616;560;0;92000;04;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;NL;8436100000;778;37;1;22000;04;IM;ShT;2024-03-01T00:00:00.000+03:00                 
01/2016;US;8482800009;296;6;11;29000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                 
01/2016;BY;1601001000;21;10;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;BY;8419500000;13;15;1;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                  
01/2016;IT;9026202000;12023;593;8325;40000;02;IM;ShT;2024-05-01T00:00:00.000+03:00           
01/2016;BY;7326909309;27;33;0;50000;06;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;IT;7320202009;179236;33042;0;60000;03;IM;1;2024-01-01T00:00:00.000+03:00             
01/2016;PL;4823908597;3056;2233;0;27000;02;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;FR;8505200000;1238;17;0;46000;01;IM;1;2024-05-01T00:00:00.000+03:00                  
01/2016;BY;0202100008;46385;21724;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;SG;3902300000;38961;21000;0;78000;01;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;JP;8479899708;48570;127;1242;46000;01;IM;ShT;2024-01-01T00:00:00.000+03:00           
01/2016;BY;1905319900;171;131;0;20000;01;IM;1;2024-04-01T00:00:00.000+03:00                  
01/2016;CN;6108210000;190202;8239;280256;50000;06;IM;ShT;2024-01-01T00:00:00.000+03:00       
01/2016;FR;8205510090;138;1;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;PT;6108910000;3979;192;482;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00             
01/2016;US;8487909000;2782;18;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;CN;9506919000;2291;1238;0;10000;07;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;FI;7304900009;751;26;0;41000;02;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;IL;8466103800;37;0;0;40000;02;IM;1;2024-05-01T00:00:00.000+03:00                     
01/2016;BG;8207701000;1742;5;0;46000;01;IM;1;2024-05-01T00:00:00.000+03:00                   
01/2016;KR;3004390001;9929;74;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;JP;8708913509;53;4;0;28000;01;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;SE;9405990008;2332;112;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;CH;3814009000;8239;1179;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;BY;7318290009;112;16;0;22000;04;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;ID;1805000000;242254;102000;0;45000;01;IM;1;2024-06-01T00:00:00.000+03:00            
01/2016;BE;6310100002;3724;19240;0;40000;02;IM;1;2024-05-01T00:00:00.000+03:00               
01/2016;TR;8708942001;24061;954;0;92000;04;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;VN;4203300000;93;3;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;IT;3215110000;7553;1835;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;IT;3208901909;66264;27707;0;60000;03;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;IT;8504509500;149;2;10;29000;01;IM;ShT;2024-05-01T00:00:00.000+03:00                 
01/2016;BY;6104330000;162;3;10;20000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                 
01/2016;KZ;9403890000;15;2;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;BY;8466209800;801;80;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;DE;8301700000;2;0;0;71000;05;IM;1;2024-02-01T00:00:00.000+03:00                      
01/2016;DE;7318149900;2996;344;0;92000;04;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;KR;9018321000;540;39;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;CN;9002200000;6117;397;2030;05000;07;IM;ShT;2024-02-01T00:00:00.000+03:00            
01/2016;US;2103200000;6024;2608;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;GB;8484100009;11;0;0;29000;01;IM;1;2024-05-01T00:00:00.000+03:00                     
01/2016;BY;8431420000;6082;350;0;80000;04;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;KZ;6103290009;1599;13;25;45000;01;IM;ShT;2024-06-01T00:00:00.000+03:00               
01/2016;DE;3906909009;131527;81000;0;70000;01;IM;1;2024-03-01T00:00:00.000+03:00             
01/2016;CA;8412298109;3913;50;3;57000;04;IM;ShT;2024-02-01T00:00:00.000+03:00                
01/2016;FR;8708949909;657;565;0;58000;02;IM;1;2024-04-01T00:00:00.000+03:00                  
01/2016;CN;3916909000;41;2;0;22000;04;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;TR;7326909808;2370;1037;0;92000;04;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;CN;8215999000;83;1;0;65000;05;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;BY;7320208508;214;59;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;DE;8415820000;6111;302;3;60000;03;IM;ShT;2024-03-01T00:00:00.000+03:00               
01/2016;ES;7318158900;1897;346;0;36000;04;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;BE;7308909900;20282;9381;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;CZ;1704906100;111;11;0;41000;02;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;JP;9032900000;5692;48;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;IT;3204190000;961;100;0;29000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;CN;7607209000;1268;242;0;58000;02;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;IN;6802910000;13888;25250;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;AT;8413705900;1853;943;1;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00               
01/2016;US;2103200000;5161;439;0;64000;07;IM;1;2024-04-01T00:00:00.000+03:00                 
01/2016;UA;7228504000;129591;107033;0;18000;03;IM;1;2024-06-01T00:00:00.000+03:00            
01/2016;CN;5408320000;14383;2860;16710;45000;01;IM;M2;2024-02-01T00:00:00.000+03:00          
01/2016;FR;8547200009;4816;175;0;41000;02;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;CN;7314120000;5162;222;0;03000;03;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;IN;8708291000;38803;9603;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;FI;1904209900;314;77;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;SK;8415820000;13113;774;3;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00              
01/2016;ES;7320208901;4560;253;0;22000;04;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;IL;8481805910;35107;1835;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;DE;4008190000;172;21;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;JP;2009311900;338;28;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;US;3701990000;991;4;0;45000;01;IM;M2;2024-02-01T00:00:00.000+03:00                   
01/2016;SE;9619009001;536273;145379;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00            
01/2016;JP;8511800008;58984;298;10280;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00          
01/2016;CN;5806321000;55;2;0;41000;02;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;TW;6307901000;60506;5812;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;IT;3402901009;2988;1200;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;EG;0805209000;208337;257940;0;65000;05;IM;1;2024-01-01T00:00:00.000+03:00            
01/2016;PL;7308300000;70294;7528;0;22000;04;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;DK;8481409009;284;1;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;FR;7419999000;1709;1;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;HU;8708409909;121;2;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;KR;8414594000;56994;5648;350;05000;07;IM;ShT;2024-01-01T00:00:00.000+03:00           
01/2016;US;8504409000;5503;18;1;18000;03;IM;ShT;2024-02-01T00:00:00.000+03:00                
01/2016;CN;8536419000;40389;4690;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;KR;8458990009;3917;1660;1;22000;04;IM;ShT;2024-02-01T00:00:00.000+03:00              
01/2016;FR;8509400000;254913;23636;7825;41000;02;IM;ShT;2024-05-01T00:00:00.000+03:00        
01/2016;JP;8512909009;2000;80;0;52000;06;IM;1;2024-06-01T00:00:00.000+03:00                  
01/2016;MX;7326199009;7556;335;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                 
01/2016;DE;7304410008;71281;3642;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;MX;8708803502;258;7;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;CN;0304941000;393120;93600;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00             
01/2016;LV;1704906500;131;44;0;27000;02;IM;1;2024-06-01T00:00:00.000+03:00                   
01/2016;PT;4504109100;149251;67590;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00             
01/2016;CN;9603301000;6372;724;115200;03000;03;IM;ShT;2024-03-01T00:00:00.000+03:00          
01/2016;LV;4901990000;8736;3360;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;DE;3920102800;3465;2201;0;52000;06;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;US;8482990000;20;0;0;64000;07;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;ES;8479899708;193914;10161;5555;92000;04;IM;ShT;2024-06-01T00:00:00.000+03:00        
01/2016;US;3905999010;21061;1095;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;GB;3920202109;686318;160279;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00            
01/2016;DE;3920202900;148;49;0;92000;04;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;JP;7318158100;2075;224;0;94000;04;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;KR;8421990008;43;11;0;41000;02;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;FR;7318190009;2322;74;0;78000;01;IM;1;2024-07-01T00:00:00.000+03:00                  
01/2016;CN;2827600000;3280;40;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                  
01/2016;CN;8481805990;44;35;0;08000;07;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;CN;8527921000;1451;72;122;27000;02;IM;ShT;2024-02-01T00:00:00.000+03:00              
01/2016;SE;7326909309;40597;1928;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;JP;8482200009;47461;1859;1348;45000;01;IM;ShT;2024-05-01T00:00:00.000+03:00          
01/2016;JP;8484100009;431;139;0;60000;03;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;HU;3918101000;2468;756;280;27000;02;IM;M2;2024-01-01T00:00:00.000+03:00              
01/2016;CN;8544429009;518668;106506;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00            
01/2016;CH;5602900000;1315;32;0;36000;04;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;US;4202921900;51;3;3;46000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                   
01/2016;DE;7318158100;21022;4421;0;03000;03;IM;1;2024-04-01T00:00:00.000+03:00               
01/2016;MK;6212109000;300;5;55;45000;01;IM;ShT;2024-05-01T00:00:00.000+03:00                 
01/2016;ES;7321900000;1125;108;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;CH;0406901500;11521;743;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;KZ;6210200000;889;4;17;45000;01;IM;ShT;2024-07-01T00:00:00.000+03:00                 
01/2016;KR;8523529009;175000;14;2600;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00           
01/2016;LU;9403700008;139;28;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;CN;5607909000;3241;234;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;MN;5702419000;29349;3701;1517;45000;01;IM;M2;2024-05-01T00:00:00.000+03:00           
01/2016;IT;8482109008;221;4;4;42000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                  
01/2016;CN;6913901000;3217;1754;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                
01/2016;CH;2501009900;22;1;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;EG;0805102000;281716;559865;0;70000;01;IM;1;2024-01-01T00:00:00.000+03:00            
